Name:		Lpr-b-05.txt
Optimal value:	-1
#Vehicles:	18
Capacity:	10000
Depot Node:	1
#Nodes:		401
#Edges:		37
#Arcs:		839
#Required N:	0
#Required E:	37
#Required A:	764

ReN.	DEMAND	S. COST

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
A128	30	51	21	320	341
A129	31	11	22	143	165
A130	31	12	25	179	204
A131	31	30	17	164	181
A132	31	32	19	299	318
A133	31	51	24	99	123
A134	31	52	22	359	381
A135	32	31	19	180	199
A136	32	53	26	95	121
A137	33	12	30	351	381
A138	33	13	24	66	90
A139	33	32	21	220	241
A140	34	14	14	268	282
A141	34	33	21	320	341
A142	35	16	20	201	221
A143	36	35	17	338	355
A144	37	36	20	217	237
A145	38	19	24	284	308
A146	38	37	37	280	317
A147	39	62	20	319	339
A148	40	21	14	244	258
A149	40	79	38	397	435
A150	41	22	20	175	195
A151	41	40	34	82	116
A152	41	63	21	193	214
A153	42	3	41	52	93
A154	42	41	23	151	174
A155	42	64	15	304	319
A156	43	23	18	283	301
A157	43	42	19	252	271
A158	43	65	23	84	107
A159	44	43	16	56	72
A160	45	25	19	57	76
A161	45	44	17	246	263
A162	45	46	21	131	152
A163	46	47	17	42	59
A164	47	26	19	238	257
A165	47	48	24	360	384
A166	47	68	14	55	69
A167	48	27	20	13	33
A168	48	49	21	369	390
A169	49	29	21	256	277
A170	49	50	20	338	358
A171	49	70	25	270	295
A172	50	51	18	123	141
A173	50	90	34	88	122
A174	51	52	17	31	48
A175	52	53	15	284	299
A176	52	72	17	113	130
A177	53	54	21	216	237
A178	54	33	19	304	323
A179	54	74	20	344	364
A180	55	33	25	172	197
A181	55	34	23	117	140
A182	55	56	22	308	330
A183	55	75	19	61	80
A184	56	15	36	370	406
A185	56	57	18	29	47
A186	57	58	13	134	147
A187	57	77	17	255	272
A188	58	36	19	126	145
A189	58	59	26	315	341
A190	59	37	24	145	169
A191	59	60	19	328	347
A192	59	99	40	212	252
A193	60	61	19	313	332
A194	60	78	21	219	240
A195	61	38	21	272	293
A196	61	78	26	293	319
A197	62	39	20	55	75
A198	62	61	35	80	115
A199	63	41	21	264	285
A200	63	81	16	139	155
A201	64	42	15	225	240
A202	64	63	20	310	330
A203	65	64	22	137	159
A204	65	66	18	309	327
A205	66	44	20	89	109
A206	66	67	20	299	319
A207	67	45	22	203	225
A208	67	85	15	198	213
A209	68	69	20	26	46
A210	68	87	24	107	131
A211	69	68	20	171	191
A212	70	69	21	335	356
A213	70	89	15	39	54
A214	71	72	26	16	42
A215	72	73	17	313	330
A216	72	92	21	350	371
A217	73	53	17	338	355
A218	73	72	17	137	154
A219	73	93	17	243	260
A220	74	54	20	25	45
A221	75	55	19	274	293
A222	75	74	14	318	332
A223	76	56	18	159	177
A224	76	57	26	342	368
A225	76	95	31	70	101
A226	76	96	27	310	337
A227	77	76	17	148	165
A228	78	100	19	259	278
A229	79	40	38	320	358
A230	79	123	37	368	405
A231	80	79	17	27	44
A232	81	82	18	19	37
A233	81	104	19	318	337
A234	82	83	18	328	346
A235	83	65	14	256	270
A236	83	106	22	87	109
A237	84	66	17	42	59
A238	84	83	18	258	276
A239	84	107	23	283	306
A240	85	108	16	118	134
A241	86	46	36	363	399
A242	86	85	18	398	416
A243	87	86	19	120	139
A244	87	109	14	365	379
A245	88	87	19	222	241
A246	89	88	19	100	119
A247	89	110	20	138	158
A248	90	89	18	358	376
A249	91	71	24	382	406
A250	91	90	18	397	415
A251	91	92	20	41	61
A252	92	91	20	288	308
A253	92	113	17	129	146
A254	93	94	24	210	234
A255	94	74	20	224	244
A256	94	95	14	212	226
A257	94	115	19	118	137
A258	95	75	18	277	295
A259	95	96	24	386	410
A260	96	95	24	213	237
A261	96	97	12	151	163
A262	97	77	21	313	334
A263	97	98	19	327	346
A264	97	117	17	152	169
A265	98	99	26	367	393
A266	99	78	30	272	302
A267	99	119	16	28	44
A268	100	99	17	193	210
A269	101	61	37	189	226
A270	101	100	17	62	79
A271	101	102	19	334	353
A272	102	101	19	395	414
A273	102	103	16	301	317
A274	103	122	17	75	92
A275	104	105	17	334	351
A276	105	82	16	69	85
A277	105	126	19	12	31
A278	106	105	20	174	194
A279	106	127	17	135	152
A280	107	106	22	396	418
A281	108	107	20	250	270
A282	109	108	32	34	66
A283	109	110	35	127	162
A284	110	111	20	253	273
A285	111	112	24	143	167
A286	112	91	17	122	139
A287	112	135	19	389	408
A288	113	91	25	105	130
A289	113	93	27	153	180
A290	113	136	23	149	172
A291	113	137	29	88	117
A292	114	93	22	94	116
A293	114	137	22	265	287
A294	115	94	19	358	377
A295	115	114	16	336	352
A296	115	138	17	314	331
A297	116	95	21	171	192
A298	116	115	22	329	351
A299	116	139	15	240	255
A300	117	116	37	85	122
A301	118	97	27	358	385
A302	118	98	20	327	347
A303	118	142	31	195	226
A304	119	118	21	314	335
A305	119	142	20	28	48
A306	120	101	18	334	352
A307	121	102	20	140	160
A308	121	122	23	379	402
A309	122	103	17	92	109
A310	122	146	20	375	395
A311	123	124	19	99	118
A312	123	147	19	23	42
A313	124	80	43	366	409
A314	125	104	18	252	270
A315	125	124	24	147	171
A316	125	149	23	178	201
A317	126	125	14	21	35
A318	126	127	18	280	298
A319	127	126	18	393	411
A320	128	107	16	204	220
A321	128	129	13	283	296
A322	129	108	25	352	377
A323	130	131	20	161	181
A324	131	109	26	40	66
A325	131	154	18	45	63
A326	132	131	18	292	310
A327	133	110	22	128	150
A328	133	132	18	378	396
A329	133	134	21	249	270
A330	134	111	16	185	201
A331	134	133	21	269	290
A332	135	113	26	270	296
A333	135	134	18	342	360
A334	136	135	26	84	110
A335	136	137	14	355	369
A336	137	136	14	306	320
A337	137	138	24	355	379
A338	138	160	19	392	411
A339	139	116	15	272	287
A340	139	140	41	65	106
A341	139	160	26	28	54
A342	140	117	22	316	338
A343	140	141	17	256	273
A344	140	162	17	163	180
A345	141	118	17	305	322
A346	142	141	23	326	349
A347	142	143	15	241	256
A348	142	164	17	21	38
A349	143	144	24	91	115
A350	143	186	43	253	296
A351	144	120	16	244	260
A352	144	145	14	28	42
A353	145	121	13	93	106
A354	146	122	20	125	145
A355	146	145	19	306	325
A356	146	166	19	152	171
A357	147	123	19	55	74
A358	147	148	16	191	207
A359	147	167	20	126	146
A360	148	124	21	394	415
A361	148	168	15	174	189
A362	149	169	20	212	232
A363	150	127	21	399	420
A364	150	171	21	197	218
A365	151	128	15	329	344
A366	151	150	22	20	42
A367	152	129	19	91	110
A368	152	151	19	122	141
A369	152	173	16	154	170
A370	153	130	16	336	352
A371	153	152	17	383	400
A372	153	174	24	365	389
A373	154	153	20	337	357
A374	154	155	19	75	94
A375	155	132	18	103	121
A376	155	156	16	31	47
A377	156	133	19	134	153
A378	156	157	40	90	130
A379	157	135	20	324	344
A380	157	158	19	369	388
A381	157	179	21	249	270
A382	158	137	25	367	392
A383	158	159	19	135	154
A384	159	137	13	161	174
A385	160	181	17	273	290
A386	161	139	22	366	388
A387	161	162	40	93	133
A388	161	182	17	92	109
A389	162	140	17	381	398
A390	162	161	40	11	51
A391	162	163	18	101	119
A392	162	183	22	10	32
A393	163	141	15	183	198
A394	163	184	24	241	265
A395	164	163	21	297	318
A396	165	144	26	193	219
A397	165	166	39	329	368
A398	166	146	19	251	270
A399	166	165	39	47	86
A400	166	189	23	107	130
A401	167	147	20	173	193
A402	167	168	23	350	373
A403	167	190	29	75	104
A404	168	169	17	300	317
A405	168	190	19	38	57
A406	169	170	22	291	313
A407	171	172	19	231	250
A408	172	151	24	249	273
A409	172	173	24	92	116
A410	173	174	15	28	43
A411	173	194	25	249	274
A412	173	195	22	390	412
A413	174	153	24	380	404
A414	174	175	21	307	328
A415	175	154	14	202	216
A416	175	176	20	226	246
A417	175	197	25	239	264
A418	176	155	24	126	150
A419	177	156	20	370	390
A420	177	176	20	249	269
A421	177	198	15	101	116
A422	178	177	19	167	186
A423	178	199	18	223	241
A424	179	158	24	119	143
A425	179	178	19	310	329
A426	179	180	35	345	380
A427	179	200	20	172	192
A428	180	159	25	363	388
A429	180	179	35	73	108
A430	180	201	17	320	337
A431	181	180	22	276	298
A432	182	161	17	267	284
A433	182	181	16	81	97
A434	183	204	20	97	117
A435	184	185	17	220	237
A436	185	164	18	13	31
A437	185	184	17	98	115
A438	185	186	19	327	346
A439	186	187	15	131	146
A440	186	207	15	225	240
A441	187	165	16	272	288
A442	187	188	23	384	407
A443	188	189	14	160	174
A444	189	166	23	314	337
A445	190	167	29	183	212
A446	190	169	24	45	69
A447	190	212	19	379	398
A448	192	191	16	260	276
A449	193	171	18	86	104
A450	193	192	21	269	290
A451	193	194	22	381	403
A452	194	173	25	202	227
A453	194	195	15	328	343
A454	194	215	32	68	100
A455	194	216	23	394	417
A456	195	173	22	149	171
A457	195	196	19	67	86
A458	196	174	14	347	361
A459	197	196	20	204	224
A460	198	197	41	134	175
A461	198	220	17	22	39
A462	199	200	21	20	41
A463	200	201	38	386	424
A464	200	222	14	312	326
A465	201	180	17	343	360
A466	201	202	13	215	228
A467	202	181	19	261	280
A468	202	203	20	309	329
A469	202	225	15	53	68
A470	203	182	18	83	101
A471	203	204	38	231	269
A472	204	205	17	383	400
A473	204	228	20	256	276
A474	205	185	29	227	256
A475	206	185	21	174	195
A476	207	206	20	248	268
A477	207	231	24	148	172
A478	208	187	16	296	312
A479	208	207	18	110	128
A480	209	188	20	191	211
A481	209	208	23	151	174
A482	210	234	15	382	397
A483	211	190	32	338	370
A484	211	212	20	299	319
A485	211	235	20	58	78
A486	212	213	19	115	134
A487	213	190	27	365	392
A488	213	214	22	358	380
A489	213	237	17	342	359
A490	214	192	22	74	96
A491	214	215	19	289	308
A492	215	193	16	71	87
A493	215	216	19	140	159
A494	216	217	18	63	81
A495	216	239	20	47	67
A496	217	195	18	227	245
A497	217	218	26	186	212
A498	217	240	19	308	327
A499	218	241	14	231	245
A500	219	218	19	30	49
A501	220	221	16	296	312
A502	221	199	16	79	95
A503	221	222	20	370	390
A504	221	244	25	398	423
A505	222	245	26	385	411
A506	222	246	30	140	170
A507	223	222	14	322	336
A508	223	246	24	340	364
A509	224	201	16	196	212
A510	225	224	17	343	360
A511	226	203	18	300	318
A512	226	225	15	130	145
A513	227	226	24	309	333
A514	227	250	21	391	412
A515	228	205	27	344	371
A516	228	227	19	62	81
A517	229	230	18	384	402
A518	230	206	15	388	403
A519	230	231	22	121	143
A520	230	253	18	138	156
A521	231	230	22	86	108
A522	231	232	21	61	82
A523	232	233	19	174	193
A524	233	209	18	360	378
A525	233	234	17	248	265
A526	234	210	15	25	40
A527	234	256	25	60	85
A528	235	211	20	204	224
A529	236	212	20	143	163
A530	236	235	17	221	238
A531	236	258	18	138	156
A532	237	213	17	178	195
A533	237	236	19	68	87
A534	238	215	18	152	170
A535	238	237	42	208	250
A536	239	238	21	234	255
A537	239	262	19	351	370
A538	240	239	21	35	56
A539	241	240	15	29	44
A540	241	242	16	353	369
A541	242	219	19	215	234
A542	242	243	43	217	260
A543	243	244	18	325	343
A544	244	245	16	107	123
A545	244	268	17	356	373
A546	245	244	16	282	298
A547	245	246	23	56	79
A548	245	269	19	44	63
A549	246	223	24	399	423
A550	246	247	21	273	294
A551	246	271	24	116	140
A552	247	224	20	328	348
A553	247	248	17	378	395
A554	247	271	24	213	237
A555	248	249	18	353	371
A556	249	226	23	22	45
A557	249	250	15	69	84
A558	251	228	13	257	270
A559	252	251	14	314	328
A560	252	276	21	259	280
A561	253	252	19	71	90
A562	255	232	22	261	283
A563	255	279	21	79	100
A564	256	234	25	310	335
A565	256	255	35	62	97
A566	256	281	14	281	295
A567	257	258	18	309	327
A568	258	259	19	248	267
A569	258	295	40	266	306
A570	259	237	13	360	373
A571	259	260	23	34	57
A572	259	296	45	88	133
A573	260	261	14	71	85
A574	261	238	21	147	168
A575	261	262	17	129	146
A576	262	239	19	383	402
A577	262	263	26	122	148
A578	263	240	23	284	307
A579	263	264	17	323	340
A580	263	282	20	157	177
A581	264	241	21	168	189
A582	264	265	19	346	365
A583	265	242	23	58	81
A584	265	264	19	88	107
A585	265	266	20	103	123
A586	266	267	13	102	115
A587	267	243	20	292	312
A588	267	286	23	230	253
A589	268	267	19	96	115
A590	269	268	19	136	155
A591	269	270	20	294	314
A592	270	246	15	357	372
A593	270	271	18	185	203
A594	271	289	16	129	145
A595	272	309	41	135	176
A596	273	249	20	51	71
A597	273	272	17	254	271
A598	273	310	34	57	91
A599	274	273	18	195	213
A600	275	251	22	172	194
A601	275	274	21	67	88
A602	275	311	38	165	203
A603	276	277	17	150	167
A604	277	278	21	176	197
A605	278	254	24	301	325
A606	278	277	21	70	91
A607	279	280	14	147	161
A608	279	292	20	115	135
A609	280	279	14	132	146
A610	280	281	21	30	51
A611	281	256	14	50	64
A612	281	317	42	130	172
A613	282	300	16	53	69
A614	283	264	16	193	209
A615	283	301	20	354	374
A616	284	265	18	181	199
A617	284	283	22	93	115
A618	285	266	23	173	196
A619	285	284	14	123	137
A620	286	304	19	71	90
A621	287	269	14	161	175
A622	288	269	30	317	347
A623	288	308	21	143	164
A624	289	271	16	352	368
A625	289	288	17	375	392
A626	290	277	21	190	211
A627	291	278	19	16	35
A628	291	290	20	150	170
A629	292	291	17	387	404
A630	292	315	13	220	233
A631	293	279	23	165	188
A632	293	280	20	117	137
A633	294	318	21	349	370
A634	295	258	40	172	212
A635	295	294	25	187	212
A636	296	295	14	144	158
A637	297	260	36	212	248
A638	297	296	21	379	400
A639	297	339	35	11	46
A640	298	261	40	49	89
A641	298	297	21	182	203
A642	299	298	14	66	80
A643	299	341	39	169	208
A644	300	299	20	163	183
A645	300	342	40	345	385
A646	301	300	19	143	162
A647	302	284	18	140	158
A648	302	301	21	39	60
A649	302	303	15	268	283
A650	303	285	19	332	351
A651	304	286	19	358	377
A652	304	303	25	218	243
A653	304	305	13	190	203
A654	305	306	19	182	201
A655	305	323	18	270	288
A656	306	287	20	344	364
A657	306	307	20	210	230
A658	306	323	25	202	227
A659	306	324	19	36	55
A660	307	308	17	348	365
A661	308	289	20	98	118
A662	308	309	22	366	388
A663	309	272	41	239	280
A664	309	310	20	375	395
A665	310	311	37	180	217
A666	310	327	16	317	333
A667	310	328	24	82	106
A668	312	313	21	263	284
A669	312	330	19	277	296
A670	313	275	55	141	196
A671	313	290	15	42	57
A672	313	314	16	68	84
A673	314	315	20	109	129
A674	315	316	19	121	140
A675	315	333	23	207	230
A676	316	293	19	281	300
A677	316	334	18	162	180
A678	317	293	29	249	278
A679	317	281	42	57	99
A680	317	316	20	361	381
A681	318	294	21	215	236
A682	318	319	14	252	266
A683	318	336	19	394	413
A684	319	295	23	258	281
A685	319	320	20	259	279
A686	320	296	17	244	261
A687	320	338	18	137	155
A688	321	302	19	244	263
A689	322	304	21	235	256
A690	322	321	34	286	320
A691	323	346	26	100	126
A692	323	347	20	265	285
A693	324	306	19	210	229
A694	324	348	21	282	303
A695	325	307	17	338	355
A696	325	324	21	202	223
A697	326	308	22	388	410
A698	326	325	20	235	255
A699	326	350	18	368	386
A700	327	326	37	159	196
A701	327	352	20	37	57
A702	328	311	33	173	206
A703	328	352	24	275	299
A704	329	311	24	179	203
A705	330	329	25	238	263
A706	330	356	28	76	104
A707	331	330	21	234	255
A708	332	313	29	120	149
A709	332	314	21	400	421
A710	332	331	18	17	35
A711	333	332	19	235	254
A712	333	358	19	51	70
A713	334	333	17	389	406
A714	334	335	22	115	137
A715	335	360	19	371	390
A716	336	318	19	387	406
A717	336	319	21	341	362
A718	337	319	15	309	324
A719	337	336	20	257	277
A720	338	337	13	179	192
A721	338	363	17	249	266
A722	340	339	14	169	183
A723	340	341	20	259	279
A724	341	342	24	246	270
A725	342	343	13	318	331
A726	343	301	41	103	144
A727	343	344	25	115	140
A728	344	321	16	352	368
A729	344	345	15	158	173
A730	345	346	24	158	182
A731	346	322	19	352	371
A732	346	347	19	269	288
A733	346	368	18	87	105
A734	347	348	13	220	233
A735	348	369	14	349	363
A736	349	350	20	169	189
A737	350	351	17	263	280
A738	350	370	19	207	226
A739	351	352	18	173	191
A740	351	371	20	288	308
A741	352	353	20	300	320
A742	352	372	21	263	284
A743	353	354	16	231	247
A744	354	329	17	12	29
A745	354	355	23	321	344
A746	354	374	19	169	188
A747	355	356	17	329	346
A748	356	357	23	271	294
A749	356	375	24	359	383
A750	357	332	15	236	251
A751	357	377	25	391	416
A752	358	332	24	20	44
A753	358	359	18	102	120
A754	358	378	20	329	349
A755	359	334	22	103	125
A756	359	400	39	146	185
A757	360	335	19	113	132
A758	360	359	18	181	199
A759	360	401	36	266	302
A760	361	362	25	104	129
A761	362	337	18	120	138
A762	362	338	19	83	102
A763	362	361	25	261	286
A764	362	363	13	36	49
A765	362	379	30	344	374
A766	363	364	22	362	384
A767	364	339	20	302	322
A768	364	365	16	250	266
A769	365	340	19	282	301
A770	366	344	22	350	372
A771	366	386	16	160	176
A772	367	345	19	212	231
A773	367	366	19	90	109
A774	368	367	19	10	29
A775	369	370	44	319	363
A776	369	390	19	40	59
A777	370	369	44	103	147
A778	370	371	13	164	177
A779	371	370	13	140	153
A780	371	392	17	266	283
A781	372	371	20	184	204
A782	373	353	23	383	406
A783	373	372	19	49	68
A784	373	394	12	171	183
A785	374	373	24	214	238
A786	375	355	22	73	95
A787	376	356	16	150	166
A788	376	397	17	294	311
A789	377	358	29	17	46
A790	377	376	19	107	126
A791	378	377	23	232	255
A792	380	362	24	137	161
A793	380	381	24	156	180
A794	381	363	19	396	415
A795	381	380	24	378	402
A796	381	382	17	87	104
A797	382	364	20	259	279
A798	382	381	17	79	96
A799	382	383	22	66	88
A800	383	365	15	76	91
A801	383	382	22	97	119
A802	383	384	20	59	79
A803	384	341	37	399	436
A804	384	383	20	384	404
A805	385	386	43	12	55
A806	386	366	16	16	32
A807	386	385	43	353	396
A808	386	387	16	186	202
A809	387	367	15	388	403
A810	387	386	16	388	404
A811	387	388	25	332	357
A812	388	368	20	102	122
A813	388	387	25	22	47
A814	388	389	15	367	382
A815	389	388	15	199	214
A816	389	390	17	375	392
A817	390	389	17	343	360
A818	391	370	18	296	314
A819	391	390	39	232	271
A820	391	392	18	280	298
A821	392	391	18	166	184
A822	392	393	19	319	338
A823	393	392	19	42	61
A824	393	394	20	69	89
A825	394	393	20	224	244
A826	394	395	22	146	168
A827	395	375	23	68	91
A828	395	394	22	241	263
A829	396	397	23	78	101
A830	397	377	21	400	421
A831	397	396	23	176	199
A832	397	398	17	333	350
A833	398	377	21	86	107
A834	398	397	17	77	94
A835	398	399	14	161	175
A836	399	378	19	370	389
A837	399	398	14	293	307
A838	400	399	24	210	234
A839	401	360	36	261	297

ARC	FROM N.	TO N.	T. COST
NrA1	15	14	19
NrA2	21	40	14
NrA3	28	27	23
NrA4	33	34	21
NrA5	35	57	17
NrA6	39	38	43
NrA7	46	45	21
NrA8	48	69	15
NrA9	51	31	24
NrA10	51	50	18
NrA11	51	71	17
NrA12	52	51	17
NrA13	64	82	21
NrA14	66	65	18
NrA15	69	88	18
NrA16	76	75	22
NrA17	85	84	22
NrA18	85	86	18
NrA19	88	89	19
NrA20	92	72	21
NrA21	93	92	19
NrA22	108	109	32
NrA23	123	79	37
NrA24	126	170	37
NrA25	127	128	25
NrA26	138	139	16
NrA27	149	148	21
NrA28	160	180	33
NrA29	170	171	17
NrA30	170	192	21
NrA31	172	194	14
NrA32	183	182	42
NrA33	184	183	22
NrA34	191	169	18
NrA35	194	193	22
NrA36	197	219	15
NrA37	199	198	18
NrA38	205	206	19
NrA39	210	209	21
NrA40	213	191	23
NrA41	218	196	26
NrA42	219	220	38
NrA43	224	223	23
NrA44	228	229	17
NrA45	232	208	20
NrA46	243	220	19
NrA47	248	225	21
NrA48	248	272	21
NrA49	254	231	14
NrA50	254	253	24
NrA51	257	294	35
NrA52	277	253	22
NrA53	278	279	17
NrA54	288	287	25
NrA55	294	257	35
NrA56	298	340	39
NrA57	303	302	15
NrA58	304	322	21
NrA59	311	312	16
NrA60	314	313	16
NrA61	319	296	26
NrA62	325	349	24
NrA63	328	354	27
NrA64	330	311	27
NrA65	330	355	20
NrA66	331	313	17
NrA67	339	338	26
NrA68	342	385	38
NrA69	347	389	40
NrA70	357	358	16
NrA71	374	395	14
NrA72	375	396	19
NrA73	390	391	39
NrA74	393	372	21
NrA75	399	400	24
