Name:		Lpr-c-04.txt
Optimal value:	-1
#Vehicles:	15
Capacity:	10000
Depot Node:	1
#Nodes:		277
#Edges:		362
#Arcs:		242
#Required N:	0
#Required E:	362
#Required A:	142

ReN.	DEMAND	S. COST

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
E345	257	273	19	174	193
E346	258	259	20	171	191
E347	258	274	22	270	292
E348	259	260	20	293	313
E349	259	275	29	481	510
E350	260	275	16	143	159
E351	261	262	20	221	241
E352	263	264	39	208	247
E353	264	265	23	444	467
E354	265	266	21	363	384
E355	266	267	14	151	165
E356	267	268	20	679	699
E357	268	269	36	698	734
E358	269	270	20	212	232
E359	270	271	18	273	291
E360	271	272	18	66	84
E361	273	274	46	268	314
E362	276	277	16	375	391

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A101	140	2	39	123	162
A102	2	140	39	184	223
A103	4	5	17	343	360
A104	7	8	24	300	324
A105	8	7	24	138	162
A106	15	16	15	354	369
A107	19	36	18	81	99
A108	20	37	16	285	301
A109	21	22	15	28	43
A110	25	9	29	218	247
A111	25	26	19	48	67
A112	26	25	19	253	272
A113	27	26	20	293	313
A114	27	28	19	374	393
A115	30	49	18	187	205
A116	31	32	25	63	88
A117	36	19	18	180	198
A118	37	20	16	159	175
A119	38	3	37	59	96
A120	39	58	15	376	391
A121	41	59	19	248	267
A122	43	44	16	194	210
A123	46	81	39	290	329
A124	47	28	21	207	228
A125	48	49	16	44	60
A126	49	30	18	224	242
A127	51	50	18	330	348
A128	57	74	23	25	48
A129	58	75	19	284	303
A130	64	65	18	79	97
A131	65	64	18	186	204
A132	71	70	20	318	338
A133	77	60	20	97	117
A134	82	64	18	387	405
A135	88	89	21	167	188
A136	99	98	19	94	113
A137	101	102	21	378	399
A138	101	133	38	240	278
A139	102	103	16	359	375
A140	103	93	24	228	252
A141	103	118	23	180	203
A142	112	111	22	175	197
A143	115	116	17	52	69
A144	116	115	17	270	287
A145	117	132	12	338	350
A146	118	135	25	31	56
A147	119	120	22	216	238
A148	120	119	22	344	366
A149	120	136	18	389	407
A150	123	122	37	29	66
A151	131	130	14	380	394
A152	131	148	20	338	358
A153	132	117	12	16	28
A154	133	101	38	186	224
A155	134	151	19	26	45
A156	135	118	25	243	268
A157	135	152	24	171	195
A158	138	122	19	84	103
A159	138	167	57	272	329
A160	139	168	51	337	388
A161	141	142	17	368	385
A162	146	159	23	118	141
A163	148	131	20	378	398
A164	148	149	18	323	341
A165	148	161	15	60	75
A166	149	148	18	390	408
A167	152	135	24	106	130
A168	155	171	20	365	385
A169	157	143	19	293	312
A170	159	146	23	272	295
A171	159	147	28	62	90
A172	164	163	20	54	74
A173	165	180	32	305	337
A174	167	153	21	109	130
A175	167	138	57	105	162
A176	168	197	40	210	250
A177	171	172	22	161	183
A178	172	171	22	197	219
A179	172	173	34	28	62
A180	173	172	34	23	57
A181	174	158	21	66	87
A182	174	175	22	333	355
A183	175	174	22	22	44
A184	175	187	21	98	119
A185	179	180	20	317	337
A186	180	165	32	210	242
A187	180	179	20	137	157
A188	181	165	20	69	89
A189	181	180	25	352	377
A190	183	182	19	46	65
A191	186	185	19	324	343
A192	186	187	20	147	167
A193	193	213	14	11	25
A194	194	193	23	394	417
A195	195	196	21	153	174
A196	198	199	15	268	283
A197	199	200	44	198	242
A198	202	221	25	369	394
A199	204	185	29	371	400
A200	204	205	23	366	389
A201	205	204	23	308	331
A202	206	186	21	170	191
A203	209	189	12	400	412
A204	210	229	15	210	225
A205	211	212	16	306	322
A206	213	193	14	350	364
A207	213	232	24	148	172
A208	215	214	20	51	71
A209	217	198	21	148	169
A210	219	200	21	277	298
A211	219	220	21	167	188
A212	220	219	21	56	77
A213	221	222	19	243	262
A214	221	240	18	69	87
A215	222	221	19	117	136
A216	225	226	23	234	257
A217	232	213	24	145	169
A218	232	233	37	134	171
A219	232	251	15	255	270
A220	234	235	18	215	233
A221	237	218	19	295	314
A222	237	268	35	102	137
A223	238	219	21	174	195
A224	238	239	22	148	170
A225	239	220	20	260	280
A226	240	221	18	315	333
A227	241	242	19	116	135
A228	242	222	30	67	97
A229	242	257	19	393	412
A230	244	258	23	140	163
A231	244	259	26	71	97
A232	245	246	27	47	74
A233	253	254	21	217	238
A234	254	253	21	62	83
A235	257	242	19	400	419
A236	262	263	20	68	88
A237	263	262	20	147	167
A238	268	237	35	107	142
A239	272	273	18	213	231
A240	273	272	18	186	204
A241	274	275	39	69	108
A242	275	276	18	66	84

ARC	FROM N.	TO N.	T. COST
NrA1	5	4	17
NrA2	9	10	37
NrA3	10	9	37
NrA4	16	15	15
NrA5	16	17	21
NrA6	16	33	14
NrA7	17	16	21
NrA8	22	40	22
NrA9	26	9	21
NrA10	26	27	20
NrA11	28	27	19
NrA12	33	16	14
NrA13	38	39	21
NrA14	39	38	21
NrA15	40	22	22
NrA16	53	69	16
NrA17	56	57	32
NrA18	57	37	17
NrA19	60	61	22
NrA20	61	60	22
NrA21	69	53	16
NrA22	73	74	20
NrA23	74	73	20
NrA24	81	46	39
NrA25	89	88	21
NrA26	91	92	16
NrA27	92	91	16
NrA28	93	103	24
NrA29	100	117	24
NrA30	102	118	20
NrA31	104	120	14
NrA32	106	122	20
NrA33	108	124	14
NrA34	114	129	19
NrA35	117	100	24
NrA36	118	102	20
NrA37	120	104	14
NrA38	122	106	20
NrA39	124	108	14
NrA40	125	124	21
NrA41	126	127	34
NrA42	127	126	34
NrA43	128	145	16
NrA44	130	147	19
NrA45	131	132	22
NrA46	132	131	22
NrA47	135	119	15
NrA48	136	120	18
NrA49	136	135	16
NrA50	136	137	22
NrA51	137	136	22
NrA52	145	128	16
NrA53	147	130	19
NrA54	151	152	26
NrA55	152	151	26
NrA56	156	172	21
NrA57	159	175	17
NrA58	163	164	20
NrA59	167	183	17
NrA60	169	170	41
NrA61	170	169	41
NrA62	172	202	31
NrA63	173	174	35
NrA64	174	173	35
NrA65	175	159	17
NrA66	176	188	19
NrA67	183	167	17
NrA68	186	174	15
NrA69	187	186	20
NrA70	188	176	19
NrA71	189	190	21
NrA72	193	194	23
NrA73	198	217	21
NrA74	199	198	15
NrA75	200	219	21
NrA76	202	172	31
NrA77	213	212	21
NrA78	214	215	20
NrA79	218	237	19
NrA80	222	223	20
NrA81	223	222	20
NrA82	226	225	23
NrA83	228	229	23
NrA84	229	210	15
NrA85	229	228	23
NrA86	236	267	34
NrA87	237	238	36
NrA88	238	237	36
NrA89	242	241	19
NrA90	243	244	23
NrA91	244	243	23
NrA92	247	228	19
NrA93	247	276	34
NrA94	249	250	21
NrA95	250	249	21
NrA96	258	244	23
NrA97	267	236	34
NrA98	275	274	39
NrA99	276	247	34
NrA100	276	275	18
