Name:		Lpr-b-03.txt
Optimal value:	-1
#Vehicles:	7
Capacity:	10000
Depot Node:	1
#Nodes:		163
#Edges:		26
#Arcs:		335
#Required N:	0
#Required E:	26
#Required A:	279

ReN.	DEMAND	S. COST

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
A241	105	90	18	226	244
A242	105	118	18	184	202
A243	106	105	36	240	276
A244	106	120	18	236	254
A245	107	93	20	350	370
A246	109	95	18	180	198
A247	109	124	24	304	328
A248	110	109	25	171	196
A249	110	125	21	253	274
A250	111	110	12	94	106
A251	111	112	40	277	317
A252	112	111	40	376	416
A253	112	128	13	157	170
A254	113	114	17	264	281
A255	114	113	17	341	358
A256	115	130	23	302	325
A257	115	131	18	248	266
A258	116	102	22	57	79
A259	117	104	16	400	416
A260	117	116	37	129	166
A261	118	105	18	268	286
A262	118	119	13	154	167
A263	118	135	24	69	93
A264	119	120	19	122	141
A265	119	136	20	238	258
A266	120	119	19	354	373
A267	120	121	40	64	104
A268	121	151	39	290	329
A269	122	123	20	94	114
A270	123	108	16	62	78
A271	123	124	17	250	267
A272	124	125	22	53	75
A273	125	124	22	148	170
A274	125	126	19	29	48
A275	125	139	19	44	63
A276	126	127	17	342	359
A277	126	140	16	196	212
A278	127	128	14	229	243
A279	128	113	31	142	173
A280	128	129	25	88	113
A281	128	141	29	149	178
A282	128	142	21	129	150
A283	130	131	14	203	217
A284	131	130	14	343	357
A285	131	132	25	336	361
A286	132	131	25	361	386
A287	132	133	17	313	330
A288	133	134	17	320	337
A289	134	147	19	72	91
A290	135	118	24	302	326
A291	135	136	23	29	52
A292	136	137	16	289	305
A293	137	120	20	58	78
A294	138	139	17	361	378
A295	138	154	21	24	45
A296	140	139	18	38	56
A297	140	156	26	295	321
A298	141	127	23	336	359
A299	142	128	21	325	346
A300	142	158	22	124	146
A301	143	129	18	230	248
A302	143	142	18	100	118
A303	144	143	16	293	309
A304	145	144	37	341	378
A305	146	147	22	29	51
A306	147	134	19	56	75
A307	147	163	21	236	257
A308	149	136	22	230	252
A309	149	150	23	66	89
A310	150	137	20	47	67
A311	150	149	23	399	422
A312	150	151	39	317	356
A313	151	150	39	334	373
A314	152	122	35	142	177
A315	152	153	18	111	129
A316	153	152	18	92	110
A317	153	154	21	149	170
A318	154	153	21	201	222
A319	155	156	24	245	269
A320	156	141	26	140	166
A321	156	155	24	306	330
A322	156	157	22	248	270
A323	157	141	13	151	164
A324	157	156	22	89	111
A325	157	158	20	318	338
A326	158	157	20	55	75
A327	159	143	15	27	42
A328	160	144	20	200	220
A329	160	161	35	14	49
A330	161	145	24	173	197
A331	161	160	35	48	83
A332	162	146	19	323	342
A333	162	163	19	26	45
A334	163	147	21	109	130
A335	163	162	19	298	317

ARC	FROM N.	TO N.	T. COST
NrA1	71	2	37
NrA2	2	71	37
NrA3	2	15	25
NrA4	7	19	19
NrA5	16	4	18
NrA6	19	20	35
NrA7	22	36	21
NrA8	25	16	17
NrA9	25	24	12
NrA10	32	11	35
NrA11	38	25	27
NrA12	39	38	35
NrA13	42	56	19
NrA14	45	46	18
NrA15	54	40	17
NrA16	56	55	26
NrA17	57	56	17
NrA18	57	66	24
NrA19	58	67	20
NrA20	59	58	17
NrA21	61	62	38
NrA22	61	75	21
NrA23	62	61	38
NrA24	63	90	39
NrA25	65	56	13
NrA26	65	91	43
NrA27	66	67	18
NrA28	69	68	22
NrA29	69	80	16
NrA30	70	69	39
NrA31	72	48	37
NrA32	78	89	14
NrA33	84	73	17
NrA34	88	77	14
NrA35	89	104	24
NrA36	90	63	39
NrA37	91	106	15
NrA38	92	121	35
NrA39	97	98	39
NrA40	98	99	19
NrA41	99	85	21
NrA42	100	113	27
NrA43	107	122	23
NrA44	108	107	20
NrA45	112	98	24
NrA46	121	122	38
NrA47	123	153	38
NrA48	124	138	14
NrA49	126	111	20
NrA50	129	130	18
NrA51	130	144	19
NrA52	133	146	22
NrA53	139	138	17
NrA54	141	140	22
NrA55	142	141	21
NrA56	145	132	15
