Name:		Lpr-c-05.txt
Optimal value:	-1
#Vehicles:	23
Capacity:	10000
Depot Node:	1
#Nodes:		369
#Edges:		387
#Arcs:		454
#Required N:	0
#Required E:	387
#Required A:	416

ReN.	DEMAND	S. COST

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
E99	91	92	21	232	253
E100	91	110	16	423	439
E101	92	93	19	369	388
E102	93	129	44	405	449
E103	94	95	14	283	297
E104	95	96	25	456	481
E105	95	111	21	66	87
E106	96	97	13	755	768
E107	97	113	27	369	396
E108	98	99	24	568	592
E109	101	102	18	343	361
E110	101	115	21	431	452
E111	102	116	21	68	89
E112	103	117	16	603	619
E113	105	106	19	591	610
E114	105	121	23	154	177
E115	106	122	15	597	612
E116	108	124	24	341	365
E117	111	112	46	198	244
E118	111	130	14	301	315
E119	112	113	14	47	61
E120	115	116	21	475	496
E121	115	135	14	224	238
E122	116	117	17	176	193
E123	116	136	19	292	311
E124	117	137	25	157	182
E125	118	119	22	621	643
E126	119	139	17	106	123
E127	120	121	15	563	578
E128	120	140	19	668	687
E129	122	141	22	306	328
E130	123	124	20	33	53
E131	123	142	22	635	657
E132	124	125	24	406	430
E133	125	126	14	57	71
E134	125	144	18	204	222
E135	126	127	36	375	411
E136	127	146	15	334	349
E137	128	162	36	542	578
E138	129	130	37	552	589
E139	129	162	50	362	412
E140	129	163	33	143	176
E141	130	163	52	429	481
E142	130	165	43	605	648
E143	131	147	15	431	446
E144	132	133	18	333	351
E145	133	134	22	356	378
E146	135	136	26	308	334
E147	135	150	24	444	468
E148	137	151	13	460	473
E149	138	152	19	443	462
E150	139	140	21	163	184
E151	141	142	23	495	518
E152	142	143	15	268	283
E153	143	144	24	375	399
E154	144	145	15	289	304
E155	144	159	19	532	551
E156	145	160	25	644	669
E157	146	161	25	281	306
E158	147	166	17	664	681
E159	148	149	22	379	401
E160	148	167	17	136	153
E161	149	168	15	566	581
E162	150	151	40	291	331
E163	151	172	23	430	453
E164	152	186	38	613	651
E165	153	154	21	340	361
E166	154	155	21	223	244
E167	154	174	19	530	549
E168	155	156	16	566	582
E169	156	157	21	210	231
E170	157	177	24	260	284
E171	158	159	19	142	161
E172	159	193	44	628	672
E173	160	194	32	226	258
E174	161	162	42	419	461
E175	161	195	34	300	334
E176	162	163	36	461	497
E177	163	164	22	314	336
E178	164	165	17	606	623
E179	164	199	37	380	417
E180	165	166	38	496	534
E181	165	200	35	520	555
E182	166	167	20	298	318
E183	166	179	21	428	449
E184	168	169	18	431	449
E185	168	181	22	277	299
E186	171	172	19	459	478
E187	172	185	17	188	205
E188	173	187	22	727	749
E189	173	188	26	596	622
E190	175	176	20	294	314
E191	176	177	20	684	704
E192	177	178	19	241	260
E193	177	191	17	418	435
E194	179	202	19	382	401
E195	181	182	16	314	330
E196	182	183	22	575	597
E197	182	205	17	616	633
E198	183	184	21	471	492
E199	184	185	16	295	311
E200	185	208	18	194	212
E201	186	209	16	513	529
E202	187	188	22	198	220
E203	189	190	26	514	540
E204	190	212	18	681	699
E205	192	214	22	440	462
E206	195	215	19	650	669
E207	1	197	21	375	396
E208	197	198	22	753	775
E209	197	217	16	635	651
E210	198	218	23	301	324
E211	199	200	19	122	141
E212	200	219	16	514	530
E213	201	202	14	221	235
E214	201	242	36	451	487
E215	203	221	17	512	529
E216	205	206	20	284	304
E217	205	223	19	592	611
E218	206	207	19	491	510
E219	207	208	19	232	251
E220	208	225	18	167	185
E221	209	226	20	280	300
E222	211	228	20	443	463
E223	213	214	20	155	175
E224	213	231	17	440	457
E225	214	232	15	210	225
E226	215	216	38	426	464
E227	217	218	24	70	94
E228	218	239	16	530	546
E229	219	241	17	493	510
E230	220	221	16	131	147
E231	220	243	20	319	339
E232	221	222	21	296	317
E233	223	246	23	587	610
E234	224	247	18	261	279
E235	225	249	25	317	342
E236	226	262	41	203	244
E237	227	228	18	233	251
E238	228	229	16	399	415
E239	231	232	21	783	804
E240	232	233	19	566	585
E241	233	234	16	278	294
E242	233	251	19	659	678
E243	234	252	21	294	315
E244	235	236	17	87	104
E245	235	253	14	482	496
E246	236	237	38	308	346
E247	236	254	17	347	364
E248	237	238	21	637	658
E249	237	255	17	275	292
E250	238	239	23	377	400
E251	239	257	18	286	304
E252	240	241	15	309	324
E253	241	278	43	375	418
E254	243	279	40	636	676
E255	243	281	49	244	293
E256	244	245	16	534	550
E257	245	258	14	272	286
E258	246	247	21	402	423
E259	246	259	13	174	187
E260	247	248	17	144	161
E261	247	260	24	315	339
E262	248	249	18	523	541
E263	249	285	36	116	152
E264	251	269	26	101	127
E265	252	253	19	463	482
E266	252	270	17	335	352
E267	253	271	22	202	224
E268	254	272	23	136	159
E269	255	256	16	381	397
E270	255	274	16	163	179
E271	257	276	20	398	418
E272	258	259	19	167	186
E273	259	260	23	537	560
E274	259	282	27	608	635
E275	260	283	15	504	519
E276	261	285	28	356	384
E277	262	286	22	234	256
E278	264	288	19	507	526
E279	265	307	39	234	273
E280	266	267	14	344	358
E281	267	268	19	487	506
E282	267	309	43	108	151
E283	268	269	20	673	693
E284	268	310	38	274	312
E285	269	270	20	208	228
E286	269	311	33	439	472
E287	271	272	26	515	541
E288	272	290	21	179	200
E289	273	274	17	377	394
E290	273	291	17	335	352
E291	274	291	31	278	309
E292	274	292	24	116	140
E293	277	278	23	185	208
E294	279	297	19	453	472
E295	280	281	22	406	428
E296	281	299	23	476	499
E297	281	300	28	158	186
E298	282	283	22	655	677
E299	283	284	21	694	715
E300	284	285	15	138	153
E301	284	302	18	612	630
E302	286	287	16	457	473
E303	286	304	19	507	526
E304	287	288	24	360	384
E305	287	305	19	362	381
E306	288	306	19	320	339
E307	290	314	15	647	662
E308	291	314	27	241	268
E309	292	293	20	227	247
E310	292	316	15	63	78
E311	293	294	16	547	563
E312	293	317	22	450	472
E313	294	295	43	523	566
E314	296	320	25	499	524
E315	296	322	28	407	435
E316	298	299	15	147	162
E317	298	323	14	421	435
E318	299	300	20	384	404
E319	300	325	17	289	306
E320	301	302	20	541	561
E321	302	327	15	440	455
E322	303	328	19	398	417
E323	304	305	13	396	409
E324	304	329	22	395	417
E325	305	306	19	89	108
E326	305	330	20	290	310
E327	306	307	21	450	471
E328	306	330	23	685	708
E329	307	308	17	601	618
E330	307	332	19	380	399
E331	308	333	22	402	424
E332	309	310	20	553	573
E333	309	352	32	171	203
E334	311	312	16	280	296
E335	314	315	19	127	146
E336	314	336	18	412	430
E337	315	316	19	691	710
E338	315	357	37	143	180
E339	316	317	19	488	507
E340	316	337	18	228	246
E341	317	318	25	51	76
E342	319	320	20	295	315
E343	320	321	23	441	464
E344	320	340	20	706	726
E345	321	322	15	660	675
E346	322	342	18	180	198
E347	323	343	25	508	533
E348	324	325	21	55	76
E349	325	345	24	227	251
E350	326	327	18	675	693
E351	326	345	30	386	416
E352	327	328	20	392	412
E353	327	368	43	203	246
E354	328	369	33	365	398
E355	329	330	25	109	134
E356	330	331	19	157	176
E357	330	347	28	353	381
E358	330	348	21	552	573
E359	332	333	19	177	196
E360	333	351	18	233	251
E361	334	335	20	25	45
E362	334	354	24	427	451
E363	335	355	17	376	393
E364	339	360	23	745	768
E365	340	341	19	525	544
E366	340	361	17	379	396
E367	341	342	23	482	505
E368	341	362	16	529	545
E369	343	363	23	550	573
E370	344	345	14	402	416
E371	346	367	20	293	313
E372	347	348	14	355	369
E373	349	350	19	589	608
E374	350	351	17	430	447
E375	352	353	19	334	353
E376	353	354	36	398	434
E377	354	355	22	479	501
E378	355	356	17	115	132
E379	357	358	16	494	510
E380	358	359	36	393	429
E381	360	361	19	303	322
E382	361	362	26	371	397
E383	362	363	13	502	515
E384	363	364	22	577	599
E385	364	365	16	304	320
E386	365	366	23	137	160
E387	366	367	20	547	567

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A39	3	2	12	142	154
A40	3	4	20	299	319
A41	4	3	20	356	376
A42	7	26	19	149	168
A43	8	7	19	344	363
A44	10	29	31	58	89
A45	10	30	18	289	307
A46	11	12	20	165	185
A47	11	31	20	277	297
A48	12	11	20	10	30
A49	12	13	21	25	46
A50	12	33	30	284	314
A51	13	12	21	230	251
A52	14	15	19	100	119
A53	15	14	19	29	48
A54	15	16	17	66	83
A55	16	15	17	293	310
A56	18	37	17	228	245
A57	19	20	33	327	360
A58	19	38	23	287	310
A59	20	19	33	260	293
A60	21	22	37	111	148
A61	23	4	17	201	218
A62	25	6	17	375	392
A63	25	26	34	291	325
A64	25	45	20	89	109
A65	26	25	34	355	389
A66	26	47	18	55	73
A67	27	26	18	177	195
A68	27	48	20	250	270
A69	29	28	16	91	107
A70	30	10	18	185	203
A71	30	29	22	97	119
A72	31	52	22	284	306
A73	32	53	26	166	192
A74	33	12	30	78	108
A75	33	13	22	88	110
A76	33	34	22	296	318
A77	34	55	24	387	411
A78	35	16	20	76	96
A79	38	19	23	120	143
A80	38	39	42	210	252
A81	39	38	42	271	313
A82	39	62	19	284	303
A83	42	43	20	366	386
A84	43	23	18	356	374
A85	43	42	20	393	413
A86	43	44	16	48	64
A87	43	65	24	350	374
A88	44	43	16	324	340
A89	44	45	17	286	303
A90	46	86	37	173	210
A91	47	26	18	45	63
A92	47	48	23	22	45
A93	48	27	20	67	87
A94	49	28	18	62	80
A95	49	70	25	320	345
A96	51	31	26	310	336
A97	52	53	16	143	159
A98	53	32	26	187	213
A99	53	54	21	31	52
A100	53	73	16	17	33
A101	54	53	21	388	409
A102	55	33	26	239	265
A103	55	56	22	220	242
A104	56	55	22	80	102
A105	58	59	26	397	423
A106	60	61	19	188	207
A107	61	38	19	75	94
A108	61	60	19	252	271
A109	61	78	25	142	167
A110	62	39	19	89	108
A111	62	103	37	122	159
A112	64	63	22	217	239
A113	65	43	24	318	342
A114	66	67	19	338	357
A115	67	85	16	88	104
A116	68	47	13	31	44
A117	69	48	16	42	58
A118	70	69	20	339	359
A119	70	89	14	331	345
A120	71	51	17	389	406
A121	72	71	25	134	159
A122	73	53	16	172	188
A123	73	74	21	370	391
A124	73	93	15	29	44
A125	75	74	14	271	285
A126	75	95	18	129	147
A127	76	75	21	278	299
A128	76	96	25	70	95
A129	78	60	21	156	177
A130	78	61	25	21	46
A131	78	100	19	264	283
A132	79	80	16	225	241
A133	80	79	16	186	202
A134	85	67	16	256	272
A135	86	85	18	25	43
A136	87	88	18	352	370
A137	88	89	19	70	89
A138	89	70	14	100	114
A139	89	109	18	368	386
A140	93	94	23	46	69
A141	94	93	23	178	201
A142	95	75	18	391	409
A143	96	76	25	398	423
A144	97	77	20	323	343
A145	97	98	19	60	79
A146	97	112	18	344	362
A147	98	113	17	228	245
A148	99	59	41	324	365
A149	99	78	29	384	413
A150	99	114	17	129	146
A151	100	99	18	207	225
A152	100	101	17	353	370
A153	101	100	17	32	49
A154	102	103	16	20	36
A155	103	62	37	29	66
A156	103	102	16	293	309
A157	104	105	19	367	386
A158	104	120	21	272	293
A159	105	104	19	204	223
A160	106	107	22	284	306
A161	107	106	22	257	279
A162	108	107	21	35	56
A163	109	110	36	349	385
A164	109	127	23	278	301
A165	110	109	36	106	142
A166	112	97	18	56	74
A167	112	131	23	214	237
A168	113	132	18	88	106
A169	113	133	26	153	179
A170	114	99	17	201	218
A171	114	133	20	12	32
A172	118	138	19	195	214
A173	119	120	21	358	379
A174	120	104	21	317	338
A175	121	122	24	189	213
A176	122	121	24	98	122
A177	122	123	13	400	413
A178	123	107	16	22	38
A179	123	122	13	26	39
A180	124	143	14	376	390
A181	126	145	17	252	269
A182	127	128	44	149	193
A183	128	110	21	45	66
A184	128	127	44	170	214
A185	129	128	32	177	209
A186	130	131	40	342	382
A187	131	112	23	360	383
A188	131	130	40	326	366
A189	131	132	19	306	325
A190	132	113	18	65	83
A191	132	148	22	316	338
A192	133	149	18	28	46
A193	134	169	41	241	282
A194	135	134	18	58	76
A195	136	137	14	258	272
A196	137	136	14	71	85
A197	138	118	19	272	291
A198	138	139	15	149	164
A199	139	138	15	153	168
A200	139	153	16	174	190
A201	140	154	21	399	420
A202	141	156	20	186	206
A203	145	126	17	362	379
A204	145	146	37	110	147
A205	147	148	17	163	180
A206	149	133	18	379	397
A207	150	170	15	356	371
A208	153	152	17	187	204
A209	153	173	21	344	365
A210	154	140	21	211	232
A211	154	173	21	64	85
A212	155	121	34	59	93
A213	156	176	17	24	41
A214	158	143	22	285	307
A215	158	157	18	321	339
A216	158	177	28	33	61
A217	160	159	23	258	281
A218	160	161	37	202	239
A219	161	160	37	215	252
A220	163	198	38	310	348
A221	169	170	22	160	182
A222	170	150	15	234	249
A223	170	171	17	201	218
A224	170	183	24	284	308
A225	173	152	24	120	144
A226	173	154	21	205	226
A227	173	186	30	394	424
A228	174	175	19	52	71
A229	174	188	14	13	27
A230	175	155	18	381	399
A231	175	174	19	101	120
A232	175	189	24	22	46
A233	176	156	17	255	272
A234	176	190	15	386	401
A235	177	158	28	55	83
A236	177	190	21	28	49
A237	178	158	17	193	210
A238	179	180	17	325	342
A239	180	168	35	124	159
A240	180	179	17	248	265
A241	180	181	22	277	299
A242	180	202	24	341	365
A243	181	204	20	179	199
A244	182	169	18	300	318
A245	183	170	24	141	165
A246	184	171	19	240	259
A247	184	207	15	328	343
A248	186	173	30	261	291
A249	186	187	16	104	120
A250	187	186	16	47	63
A251	188	189	14	227	241
A252	188	211	24	186	210
A253	190	191	18	30	48
A254	192	178	19	398	417
A255	192	191	16	340	356
A256	192	193	22	140	162
A257	193	192	22	387	409
A258	193	194	22	378	400
A259	194	195	33	59	92
A260	195	194	33	302	335
A261	195	1	37	130	167
A262	1	162	37	220	257
A263	1	195	37	350	387
A264	1	216	22	62	84
A265	199	198	17	215	232
A266	200	201	21	360	381
A267	201	200	21	60	81
A268	202	180	24	208	232
A269	202	203	19	125	144
A270	202	220	16	395	411
A271	203	204	20	27	47
A272	204	181	20	27	47
A273	204	222	14	78	92
A274	205	204	17	29	46
A275	206	183	19	215	234
A276	207	184	15	325	340
A277	210	187	21	365	386
A278	210	209	21	172	193
A279	210	227	18	15	33
A280	211	188	24	257	281
A281	212	211	37	398	435
A282	213	191	21	100	121
A283	213	212	19	182	201
A284	215	236	19	71	90
A285	216	1	22	29	51
A286	216	217	17	310	327
A287	216	237	22	60	82
A288	217	1	25	371	396
A289	217	216	17	221	238
A290	217	238	19	352	371
A291	218	219	39	396	435
A292	220	202	16	46	62
A293	221	244	26	177	203
A294	222	245	26	122	148
A295	223	222	15	341	356
A296	223	224	24	228	252
A297	224	206	15	248	263
A298	224	223	24	185	209
A299	224	225	35	236	271
A300	225	224	35	230	265
A301	226	227	24	173	197
A302	227	226	24	177	201
A303	228	264	36	255	291
A304	229	230	18	68	86
A305	229	265	43	195	238
A306	230	212	20	254	274
A307	230	231	22	259	281
A308	230	266	37	303	340
A309	231	230	22	394	416
A310	232	250	24	326	350
A311	234	194	39	198	237
A312	234	235	19	31	50
A313	236	215	19	230	249
A314	237	256	29	222	251
A315	238	217	19	93	112
A316	239	217	33	124	157
A317	240	239	19	383	402
A318	241	242	17	352	369
A319	242	241	17	219	236
A320	242	243	26	145	171
A321	243	242	26	290	316
A322	244	221	26	87	113
A323	245	246	24	172	196
A324	246	245	24	130	154
A325	247	261	25	182	207
A326	248	261	21	312	333
A327	250	232	24	247	271
A328	250	251	25	36	61
A329	251	250	25	108	133
A330	251	252	14	190	204
A331	252	251	14	70	84
A332	253	254	24	36	60
A333	254	253	24	222	246
A334	256	237	29	315	344
A335	256	257	22	78	100
A336	257	256	22	198	220
A337	261	247	25	241	266
A338	262	263	25	75	100
A339	263	227	39	215	254
A340	263	262	25	375	400
A341	263	287	15	252	267
A342	264	263	16	78	94
A343	264	265	20	304	324
A344	265	229	43	244	287
A345	266	265	20	214	234
A346	270	271	18	26	44
A347	272	273	16	275	291
A348	275	274	20	326	346
A349	275	276	20	289	309
A350	275	293	18	84	102
A351	276	256	27	282	309
A352	277	240	41	22	63
A353	277	276	17	223	240
A354	278	295	16	332	348
A355	278	296	27	300	327
A356	279	280	15	283	298
A357	279	296	31	185	216
A358	280	279	15	196	211
A359	280	298	24	400	424
A360	281	258	20	38	58
A361	281	282	20	363	383
A362	282	281	20	352	372
A363	284	261	21	385	406
A364	285	303	20	171	191
A365	287	263	15	325	340
A366	287	264	28	368	396
A367	287	304	27	11	38
A368	289	270	18	135	153
A369	289	312	19	68	87
A370	290	289	36	144	180
A371	293	275	18	105	123
A372	294	276	16	177	193
A373	294	318	19	292	311
A374	295	278	16	36	52
A375	296	278	27	117	144
A376	297	322	21	33	54
A377	298	279	29	18	47
A378	298	280	24	75	99
A379	298	297	21	119	140
A380	299	324	16	114	130
A381	300	282	17	178	195
A382	300	301	19	326	345
A383	300	326	29	179	208
A384	301	283	20	163	183
A385	301	300	19	213	232
A386	301	326	24	198	222
A387	302	303	16	108	124
A388	303	285	20	175	195
A389	303	302	16	232	248
A390	304	287	27	12	39
A391	306	331	19	265	284
A392	308	266	40	12	52
A393	308	309	22	291	313
A394	309	308	22	78	100
A395	310	311	21	367	388
A396	310	353	35	114	149
A397	312	313	19	65	84
A398	312	334	17	127	144
A399	313	314	15	26	41
A400	315	291	13	164	177
A401	318	319	15	176	191
A402	318	338	21	86	107
A403	319	318	15	99	114
A404	320	295	25	21	46
A405	322	323	21	59	80
A406	323	324	18	188	206
A407	324	298	20	349	369
A408	324	299	16	177	193
A409	324	323	18	90	108
A410	324	343	30	259	289
A411	325	326	19	196	215
A412	326	346	19	284	303
A413	329	347	15	346	361
A414	331	306	19	76	95
A415	331	332	18	332	350
A416	331	349	24	229	253
A417	332	350	19	55	74
A418	334	312	17	183	200
A419	335	313	23	267	290
A420	335	336	19	31	50
A421	336	335	19	112	131
A422	336	356	22	54	76
A423	337	358	22	119	141
A424	338	337	33	373	406
A425	338	339	26	277	303
A426	338	359	18	193	211
A427	339	319	18	11	29
A428	339	338	26	235	261
A429	340	339	14	292	306
A430	341	321	20	247	267
A431	342	363	18	179	197
A432	343	364	16	388	404
A433	344	324	19	91	110
A434	344	365	23	186	209
A435	345	366	18	49	67
A436	346	326	19	36	55
A437	346	345	23	246	269
A438	347	329	15	98	113
A439	348	349	23	86	109
A440	349	348	23	125	148
A441	351	352	19	280	299
A442	352	351	19	396	415
A443	356	357	24	21	45
A444	357	356	24	48	72
A445	359	338	18	107	125
A446	360	359	18	116	134
A447	363	342	18	181	199
A448	364	343	16	98	114
A449	365	344	23	360	383
A450	365	345	25	341	366
A451	367	368	20	224	244
A452	368	367	20	14	34
A453	368	369	13	274	287
A454	369	368	13	201	214

ARC	FROM N.	TO N.	T. COST
NrA1	2	3	12
NrA2	7	8	19
NrA3	33	55	26
NrA4	37	18	17
NrA5	67	66	19
NrA6	68	69	21
NrA7	69	68	21
NrA8	89	90	18
NrA9	100	78	19
NrA10	107	123	16
NrA11	110	128	21
NrA12	113	114	22
NrA13	132	131	19
NrA14	142	157	16
NrA15	143	124	14
NrA16	146	145	37
NrA17	152	173	24
NrA18	157	158	18
NrA19	159	160	23
NrA20	162	1	37
NrA21	168	167	21
NrA22	170	169	22
NrA23	171	184	19
NrA24	173	153	21
NrA25	187	210	21
NrA26	189	175	24
NrA27	189	188	14
NrA28	191	213	21
NrA29	211	210	14
NrA30	211	212	37
NrA31	244	243	17
NrA32	250	268	18
NrA33	270	289	18
NrA34	274	275	20
NrA35	276	277	17
NrA36	279	278	37
NrA37	321	341	20
NrA38	359	360	18
